ID;KODE;JUDUL_KOMPETENSI;JUDUL_EN;DESKRIPSI;STATUS;DIRKOM_ID;ID
159;KIT-PM-GEM-40;Pemeliharaan Mesin Gas;Gas Engine Maintenance;Pengetahuan dan keterampilan  untuk mengelola pemeliharaan unit Pembangkit Listrik Tenaga Mesin Gas (PLTMG) agar dapat beroperasi dengan kapasitas dan efisiensi yang sesuai dengan spesifikasi teknik yang disyaratkan, dapat mempertahankan umur teknis peralatan pembangkit, serta dapat menekan jumlah gangguan dan kerusakan di bawah batas outages yang ditetapkan.;ACTV;2;159
160;KIT-PG-IEP-01;Manjemen Pembelian Listrik IPP dan Excess Power;IPP and Excess Power Purchase Management;Pengetahuan dan keterampilan untuk melaksanakan kegiatan pengelolaan meliputi merencanakan, melaksanakan dan mengevaluasi pembelian listrik dari IPP dan excess power dengan sistem operasi real time pembangkit tenaga listrik secara real time dengan cara menyusun kajian kelayakan untuk memenuhi kebutuhan listrik / menurunkan biaya pokok produksi / terpenuhinya fuel mix.;ACTV;2;160
161;KIT-PG-PAM-02;Pengelolaan Aset Pembangkit;Power Plant Asset Management Policy;Pengetahuan dan keterampilan untuk merencanakan kebijakan pemeliharaan asset pembangkit tenaga listrik secara real time, termasuk dispatching antar regional control centre.;ACTV;2;161
162;KIT-PG-PTM-03;Manajemen Power Trader;Power Trader Management;Pengetahuan dan keterampilan  untuk mengelola kegiatan trading meliputi merencanakan, melaksanakan dan mengevaluasi PPA-Power Purchase Agreement, TSA-Transmision Service Agreement, PSA -Power Sales Agreement antara unit pembangkit dengan Manajemen Transmisi agar dapat bertransaksi sesuai dengan kapasitas pembangkit secara efektif dan efisiensi dengan memperhatikan spesifikasi teknik yang disyaratkan, kapasitas yang diperjanjikan dan Daya yang ditetapkan.;ACTV;2;162
163;KIT-PG-POM-04;Manajemen Operasi Dan Pemeliharaan Pembangkit;Power Plant Operation and Maintenance Management;Pengetahuan dan keterampilan  untuk mengelola operasi dan pemeliharaan pembangkit meliputi merencanakan, melaksanakan dan mengevaluasi operasi dan pemeliharaan pembangkit dengan cara membuat/menyusun, memantau, mengevaluasi, menganalisis, mengendalikan serta melakukan pengawasan, termasuk membuat rencana anggaran operasi dan pemeliharaan unit pembangkit sehingga kinerja pembangkit optimal / andal dan efisien.;ACTV;2;163
164;KIT-PG-ROM-05;Manajemen Operasi dan Pemeliharaan Pembangkit EBT;Renewable Energy Power Plant Operation and Maintenance Management;Pengetahuan dan keterampilan  untuk mengelola keperluan operasi dan pemeliharaan pembangkit EBT yang berkaitan dengan pekerjaan membuat/menyusun, memantau, mengevaluasi, menganalisis, mengendalikan serta melakukan pengawasan, termasuk membuat rencana anggaran operasi dan pemeliharaan unit pembangkit EBT.;ACTV;2;164
165;KIT-PG-HPP-06;Manajemen Pembelian Listrik IPP Pembangkit Hidro;Purchase of Electricity IPP - Hydro Power Plant Management;Pengetahuan dan kemempuan untuk mengelola kegiatan merencanakan, melaksanakan dan mengevaluasi pembelian listrik dari IPP Pembangkit Hidro dengan sistem operasi real time pembangkit tenaga listrik secara real time dengan cara menyusun kajian kelayakan untuk memenuhi kebutuhan listrik / menurunkan biaya pokok produksi / terpenuhinya fuel mix.;ACTV;2;165
166;KIT-PG-GPP-07;Manajemen Pembelian Listrik IPP Pembangkit Panas Bumi;Purchase of Electricity IPP - Geothermal Power Plant Management;Pengetahuan dan keterampilan  untuk mengelola kegiatan merencanakan, melaksanakan dan mengevaluasi kebijakan pembelian listrik dari IPP Pembangkit Panas Bumi dengan sistem operasi real time pembangkit tenaga listrik secara real time dengan cara menyusun kajian kelayakan untuk memenuhi kebutuhan listrik / menurunkan biaya pokok produksi / terpenuhinya fuel mix.;ACTV;2;166
167;KIT-PG-APP-08;Manajemen Pembelian Listrik IPP Pembangkit Energi Alternatif;Purchase of Electricity IPP - Alternative Energy Power Plant Management;Pengetahuan dan keterampilan  untuk mengelola kegiatan merencanakan, melaksanakan dan mengevaluasi pembelian listrik IPP Pembangkit Energi Alternatif dengan sistem operasi real time pembangkit tenaga listrik secara real time dengan cara menyusun kajian kelayakan untuk memenuhi kebutuhan listrik / menurunkan biaya pokok produksi / terpenuhinya fuel mix.;ACTV;2;167
168;TRS-SP-PEP-01;Perencanaan Jangka Panjang Sistem Tenaga;Power System Expansion Planning;Pengetahuan dan keterampilan untuk merencanakan pemenuhan kebutuhan pasokan tenaga listrik dalam jangka panjang secara optimal, dengan mempertimbangkan ketersediaan energi primer dan teknologi sistem tenaga.;ACTV;2;168
169;TRS-SP-PRP-02;Perencanaan Jangka Panjang Sistem Pembangkitan dan Energi Baru Terbarukan;Power Plant and Renewable Energy System Expansion Planning;Pengetahuan dan keterampilan untuk merencanakan pemenuhan kebutuhan kapasitas pembangkitan dan EBT dalam jangka panjang secara optimal, dengan mempertimbangkan pertumbuhan dan karakteristik beban, ketersediaan energi primer serta teknologi pembangkit.;ACTV;2;169
170;TRS-SP-TSP-03;Perencanaan Sistem Transmisi;Transmission System Planning;Pengetahuan dan keterampilan untuk merencanakan pemenuhan kebutuhan sistem transmisi secara optimal, dengan mempertimbangkan pertumbuhan beban, analisis sistem tenaga dan teknologi sistem transmisi.;ACTV;2;170
171;TRS-SP-LEP-04;Perencanaan Jangka Panjang Proyeksi Beban Dan Energi;Load and Energy Projection Expansion Planning;Pengetahuan dan keterampilan untuk merencanakan proyeksi beban dan energi dalam jangka panjang secara optimal, dengan mempertimbangkan perkembangan ekonomi, pertumbuhan beban, ketersediaan energi primer serta teknologi pembangkitan dan sistem transmisi terbaru.;ACTV;2;171
172;TRS-SP-PIP-05;Program Perencanaan Interkoneksi Sistem Tenaga;Power System Interconnection Planning Programme;Pengetahuan dan keterampilan untuk merencanakan sistem interkoneksi sistem tenaga listrik, antara lain: mengetahui sistem pembangkitan, load flow dan short circuit serta memenuhi syarat-syarat sekuritas operasi sistem tenaga listrik.;ACTV;2;172
173;TRS-SP-PSA-06;Analisis Sistem Tenaga;Power System Analysis;Pengetahuan dan keterampilan untuk menganalisis dan mengevaluasi model sistem tenaga listrik dan menghitung aliran daya, arus hubung singkat, mengevaluasi stabilitas sistem tenaga listrik serta mengimplementasikannya dalam strategi operasi untuk mengoptimasi operasi sistem sesuai kaidah-kaidah ekonomi, keamanan dan kehandalan. ;ACTV;2;173
174;TRS-SO-EMG-01;Manajemen Energi;Energy Management;Pengetahuan dan keterampilan untuk mengalokasikan daya dan produksi pusat listrik dengan mempertimbangkan batasan operasi pembangkit dan instalasi sistem tenaga listrik untuk memenuhi pengoperasian sistem yang andal, berkualitas dan ekonomis. ;ACTV;2;174
175;TRS-SO-ESO-02;Evaluasi Sistem Operasi Pembangkitan;Evaluation of Generation Operating;Pengetahuan dan keterampilan untuk mengevaluasi sistem operasi pembangkitan pada sistem jaringan tenaga listrik (grid) secara handal, berkualitas dan ekonomis dengan mempertimbangkan rencana operasi dan perjanjian jual beli tenaga listrik.;ACTV;2;175
176;TRS-SO-OPP-03;Perencanaan Operasi;Operation Planning;Pengetahuan dan keterampilan untuk merencanakan Operasi Sistem Tenaga yang berkaitan dengan pekerjaan membuat/menyusun, memantau, mengevaluasi, menganalisis dan mengendalikan Operasi.;ACTV;2;176
177;TRS-SO-PSD-04;Operasi Realtime Sistem Tenaga;Power System Dispatching;Pengetahuan dan keterampilan untuk mengoperasikan sistem tenaga listrik secara real time, termasuk dispatching antar area control centre.;ACTV;2;177
178;TRS-SO-POP-05;Perencanaan Operasi Pembangkitan;Power Plant Operation Planning;Pengetahuan dan keterampilan untuk merencanakan pemenuhan kebutuhan mampu pasok pembangkit dalam jangka pendek secara optimal, handal dan ekonomis dengan mempertimbangkan perkiraan beban, spesifikasi teknis dan ekonomis pembangkit serta ketersediaan energi primer.;ACTV;2;178
179;TRS-SO-LOP-06;Perencanaan Operasi Proyeksi Beban dan Energi;Load and Energy Projection Operation Planning;Pengetahuan dan keterampilan untuk merencanakan prakiraan beban dan energi harian, mingguan, bulanan dan tahunan.;ACTV;2;179
180;TRS-SO-OSS-07;Strategi Operasi Sistem;Operation System Strategy;Pengetahuan dan keterampilan untuk merencanakan jadwal pekerjaan penyaluran, manuver penyaluran dan manuver keandalan penyaluran sistem tegangan tinggi (TT) dan sistem tegangan ekstra tinggi (TET). ;ACTV;2;180
181;TRS-SO-SPS-08;Perencanaan Skema Proteksi Sistem;System Protection Scheme Planning;Pengetahuan dan keterampilan untuk merencanakan dan membuat skema proteksi sistem antara lain penentuan setting proteksi sistem, koordinasi proteksi sistem dengan proteksi peralatan dan proteksi pembangkit untuk  meningkatkan keandalan sistem ketenagalistrikan secara efektif dan efisien dengan mutu dan keandalan yang optimal;ACTV;2;181
182;TRS-SO-TOP-09;Perencanaan Operasi Penyaluran;Transmission Operation Planning;Pengetahuan dan keterampilan untuk merencanakan pemenuhan kebutuhan penyaluran daya dalam jangka pendek (sampai periode tahunan) secara optimal, berkualitas, handal, dan ekonomis dengan mempertimbangkan batasan operasi dan stabilitas.;ACTV;2;182
183;TRS-SO-ETO-10;Evaluasi Operasi Penyaluran;Evaluation of Transmission Operating;Pengetahuan dan keterampilan untuk mengevaluasi sistem operasi penyaluran pada sistem jaringan tenaga listrik (grid) secara handal, berkualitas dan ekonomis dengan mempertimbangkan rencana operasi penyaluran, kontingensi jaringan N-1 dan N-2 dan aturan grid code.;ACTV;2;183
184;TRS-SO-OSS-11;Statistika Sistem Operasi;Operating System Statistics;Pengetahuan dan keterampilan untuk mengumpulkan, memproses, dan mempresentasikan data dalam bentuk laporan, buku, maupun softcopy tentang evaluasi sistem operasi baik di pembangkitan maupun penyaluran sesuai dengan ketentuan dalam grid code serta aturan kesiapan dan kinerja pembangkitan. ;ACTV;2;184
185;TRS-ET-ETM-01;Pengukuran Transaksi Energi Listrik;Electric Energy Transaction Metering;Pengetahuan dan keterampilan untuk menganalisis cara kerja, pengoperasian dan trouble-shooting meter energi sebagai alat ukur transaksi serta menguasai sistem metering dan pengembangannya yang merupakan bagian dari proses transaksi tenaga listrik.;ACTV;2;185
186;TRS-ET-ETS-02;Setelmen Transaksi Energi Listrik;Electric Energy Transaction Settlement;Pengetahuan dan keterampilan untuk melaksanakan perhitungan transaksi tenaga listrik pada sistem jaringan tenaga listrik (grid) secara akurat dan akuntabel dengan mempertimbangkan mekanisme perjanjian jual beli tenaga listrik.;ACTV;2;186
187;TRS-ET-ETP-03;Kebijakan Penyaluran Energi Listrik;Energy Transaction Policy;Pengetahuan dan keterampilan untuk merencanakan kebijakan penyaluran operasi sistem tenaga listrik secara real time, termasuk dispatching antar regional control centre.;ACTV;2;187
188;TRS-ET-PPP-04;Kebijakan Pembelian Listrik IPP;Power Purchase Policy;Pengetahuan dan keterampilan untuk merencanakan kebijakan pembelian listrik dari IPP dengan operasi sistem tenaga listrik secara real time.;ACTV;2;188
189;TRS-ET-EMP-05;Kebijakan Pengukuran Transaksi Energi Listrik;Energi Transaction Measurement Policy;Pengetahuan dan keterampilan untuk menganalisis transaksi niaga antara penyaluran termasuk dari IPP, penyaluran, dan distribusi.;ACTV;2;189
190;TRS-ET-TMM-06;Pemeliharaan Meter Transaksi;Transaction Metering Maintenance;Pengetahuan dan keterampilan tentang jenis dan fungsi peralatan sistem meter transaksi dan AMR (Automatic Meter Reading), serta kemampuan untuk melaksanakan, mensupervisi, merencanakan dan mengembangkan metode pemeliharaan/ penggantian/pemasangan peralatan sistem meter transaksi dan AMR.;ACTV;2;190
191;TRS-ET-GFE-07;Evaluasi dan Pengelolaan Kinerja Pembangkit;Generation Performance Evaluation and Management;Pengetahuan dan keterampilan untuk mengevaluasi dan melakukan pengelolaan kinerja pembangkitan agar diperoleh laporan kinerja pembangkitan yang sesuai dengan prosedur yang berlaku, sehingga dapat digunakan untuk proses transaksi pembangkitan agar tercapai transaksi tenaga listrik yang akurat, akuntabel dan transparan.;ACTV;2;191
192;TRS-ET-MPE-08;Evaluasi dan Pengelolaan Kinerja Metering;Metering Performance Evaluation and Management;Pengetahuan dan keterampilan untuk mengevaluasi dan melakukan pengelolaan kinerja metering agar diperoleh laporan kinerja metering yang sesuai dengan prosedur yang berlaku, agar tercapai transaksi tenaga listrik yang akurat, akuntabel dan transparan.;ACTV;2;192
193;TRS-ST-SSP-01;Perencanaan Sistem SCADA;SCADA System Planning;Pengetahuan dan keterampilan untuk merencanakan Sistem SCADA yang berkaitan dengan pekerjaan membuat/menyusun, menganalisis, dan mengevaluasi kebutuhan sistem SCADA di Gardu Induk sampai ke Control Center.;ACTV;2;193
194;TRS-ST-SPP-02;Perencanaan Proteksi Sistem;System Protection Planning;Pengetahuan dan keterampilan untuk merencanakan Proteksi Sistem (OLS, OGS, UFLS, OFGS, UVLS, OVTS, Island Operation) yang berkaitan dengan pekerjaan membuat/menyusun, menganalisis, mengevaluasi dan mengendalikan kebutuhan implementasi dan pengembangan Proteksi Sistem. ;ACTV;2;194
195;TRS-ST-TSP-03;Perencanaan Sistem Telekomunikasi;System Telecomunication Planning;Pengetahuan dan keterampilan untuk merencanakan sistem telekomunikasi yang berkaitan dengan pekerjaan membuat/menyusun, menganalisis, dan mengevaluasi sistem telekomunikasi untuk kebutuhan SCADA dan Operasi Sistem.;ACTV;2;195
196;TRS-ST-WAP-04;Perencanaan WAMS (Wide Area Monitoring System);WAMS (Wide Area Monitoring System) Planning;Pengetahuan dan keterampilan untuk merencanakan pengembangan WAMS yang berkaitan dengan pekerjaan membuat/menyusun, menganalisis, dan mengevaluasi kebutuhan pengembangan WAMS.;ACTV;2;196
197;TRS-ST-TMN-05;Pemeliharaan Telekomunikasi;Telecommunication Maintenance;Pengetahuan dan keterampilan tentang jenis dan fungsi peralatan dan jaringan telekomunikasi, serta melaksanakan, mensupervisi, merencanakan dan mengembangkan metode pemeliharaan peralatan Telekomunikasi.;ACTV;2;197
198;TRS-ST-RMN-06;Pemeliharaan Remote Terminal Unit;Remote Terminal Unit Maintenance;Pengetahuan dan keterampilan tentang jenis dan fungsi peralatan RTU, serta kemampuan untuk melaksanakan, mensupervisi, merencanakan dan mengembangkan metode pemeliharaan peralatan RTU.;ACTV;2;198
199;TRS-ST-SAS-07;Pemeliharaan Sistem Otomasi GI;SAS (Substation Automation System) Maintenance;Pengetahuan dan keterampilan tentang jenis dan fungsi peralatan SOGI, serta kemampuan untuk melaksanakan, mensupervisi, merencanakan dan mengembangkan metode pemeliharaan peralatan SOGI.;ACTV;2;199
200;TRS-ST-MPM-08;Pemeliharaan Catu Daya Master Station;Master Station Power Supply Maintenance;Pengetahuan dan keterampilan tentang jenis dan fungsi catu daya Master Station, serta kemampuan untuk melaksanakan, mensupervisi, merencanakan dan mengembangkan metode pemeliharaan catu daya Master Station.;ACTV;2;200
201;TRS-ST-MTM-09;Pemeliharaan Peralatan Master Station;Master Station Tool Maintenance;Pengetahuan dan keterampilan tentang jenis dan fungsi peralatan Master Station, serta kemampuan untuk melaksanakan, mensupervisi, merencanakan dan mengembangkan metode pemeliharaan peralatan Master Station.;ACTV;2;201
202;TRS-ST-MAM-10;Pemeliharaan Aplikasi Master Station;Master Station Aplication Maintenance;Pengetahuan dan keterampilan tentang jenis dan fungsi Aplikasi Master Station, serta kemampuan untuk melaksanakan, mensupervisi, merencanakan dan mengembangkan metode pemeliharaan Aplikasi Master Station.;ACTV;2;202
203;TRS-ST-MDM-11;Pemeliharaan Database Master Station;Master Station Database Maintenance;Pengetahuan dan keterampilan tentang jenis dan fungsi Database Master Station, serta kemampuan untuk melaksanakan, mensupervisi, merencanakan dan mengembangkan metode pemeliharaan Database Master Station.;ACTV;2;203
204;TRS-ST-SPM-12;Pemeliharaan Proteksi Sistem;System Protection Maintenance;Pengetahuan tentang jenis dan fungsi peralatan dan aplikasi Proteksi Sistem (OLS, OGS, UFLS, OFGS, UVLS, OVTS, Island Operation), serta kemampuan untuk melaksanakan, mensupervisi, merencanakan dan mengembangkan metode pemeliharaan peralatan dan aplikasi Proteksi Sistem.;ACTV;2;204
205;TRS-ST-WAM-13;Pemeliharaan WAMS (Wide Area Monitoring System);WAMS (Wide Area Monitoring System) Maintenance;Pengetahuan dan keterampilan tentang jenis dan fungsi WAMS, serta kemampuan untuk melaksanakan, mensupervisi, merencanakan dan mengembangkan metode pemeliharaan WAMS.;ACTV;2;205
206;TRS-ST-SPS-14;Pemeliharaan Catudaya SCADATEL;SCADATEL Power Supply Maintenance;Pengetahuan dan keterampilan tentang jenis dan fungsi catu daya yang digunakan pada peralatan SCADATEL, serta kemampuan untuk melaksanakan, mensupervisi, merencanakan dan mengembangkan metode pemeliharaan/penggantian/pemasangan catu daya SCADATEL.;ACTV;2;206
207;TRS-ST-SAM-15;Pemeliharaan Aplikasi dan Integrasi Sistem Otomasi GI;SAS (Substation Automation System) Application and Integration Maintenance;Pengetahuan dan keterampilan tentang pemeliharaan aplikasi (konfigurasi peralatan server, konfigurasi peralatan intelligence Electronic Device (IED), konfigurasi Human Machine Interface (HMI), konfigurasi database, dan konfigurasi komunikasi ke control center) serta integrasi peralatan baru atau modifikasi peralatan pada Sistem Otomasi Gardu Induk (SOGI).;ACTV;2;207
208;TRS-ST-CSM-16;Pemeliharaan Sistem Cyber Security SCADA;Cyber Security SCADA System Maintenance;Pengetahuan dan keterampilan mengenai keamanan komunikasi pada control center dan gardu induk yang berbasis Transmission Control Protocol/Internet Protocol (TCP/IP), keamanan data untuk aplikasi reporting yang berbasis Internet dan konfigurasi untuk comply dengan standar cyber security yang telah ditetapkan oleh Lembaga standar internasional.;ACTV;2;208
209;TRS-ST-MOM-17;Pemeliharaan Aplikasi Offline Master Station;Master Station Offline Application Maintenance;Pengetahuan dan keterampilan mengenai aplikasi tambahan yang dibuat untuk mendukung system reporting berbasis internet berdasarkan data Master Station ;ACTV;2;209
210;TRS-ST-RAM-18;Pemeliharaan Aplikasi Pendukung Realtime;Realtime Supporting Application Maintenance;Pengetahuan dan keterampilan mengenai aplikasi pendukung realtime yang terintegrasi dengan Master Station misalnya aplikasi perencanaan pembangkitan aplikasi WMS (Weather Monitoring System), aplikasi WAMS (Wide Area Monitoring System),  aplikasi DSA (Dynamic Security Assessment).;ACTV;2;210
211;TRS-ST-DAM-19;Pemeliharaan Algoritma ADS (Adaptive Defense Scheme);ADS (Adaptive Defense Scheme) Algorithm Maintenance;Pengetahuan dan keterampilan tentang pemeliharaan algoritma ADS yang meliputi logic dasar, modifikasi parameter sistem/target trip dari suatu kontingensi, pembuatan/perubahan/pemilihan konfigurasi subsistem, akses logic suatu kontingensi/parameter sistem, pembuatan kontingensi baru, integrasi peralatan baru dan troubleshooting sistem ADS serta kemampuan melaksanakan, mensupervisi, mengevaluasi dan penyempurnakan Algoritma ADS agar sistem mampu bertahan dan meminimalkan risiko terhadap kemungkinan terjadinya gangguan sistem yang berdampak meluas.;ACTV;2;211
212;TRS-ST-DCM-20;Pemeliharaan Kontroler ADS (Adaptive Defense Scheme);ADS (Adaptive Defense Scheme) Controller Maintenance;Pengetahuan tentang pemeliharaan controller ADS yang meliputi periode dan jenis pemeliharaan controller ADS, macam controller dan peralatan pendukung lainnya, fungsi dan prinsip kerja dari controller ADS dan peralatan pendukung lainnya, rangkaian instalasi controller dan peralatan pendukungnya, troubleshooting bilamana terdapat anomali pada controller atau alat pendukungnya, serta kemampuan melaksanakan supervisi, mengevaluasi dan penyempurnakan metode baru pemeliharaan controller ADS agar terjaga tingkat kesiapan dan ketersediaan peralatan serta bekerja secara optimal.;ACTV;2;212
213;TRS-ST-CGT-21;Koordinasi Setting Proteksi Pembangkit dan Transmisi;Coordination of Generator and Transmission Protection Setting;Pengetahuan dan keterampilan tentang jenis dan fungsi peralatan proteksi pembangkit yang harus dikoordinasikan dengan proteksi transmisi, kelengkapan data yang diperlukan untuk koordinasi setting proteksi, batasan operasi sistem sesuai aturan jaringan, kaidah koordinasi proteksi, serta kemampuan melaksanakan koordinasi setting, mensupervisi, mengevaluasi dan penyempurnakan pekerjaan koordinasi proteksi pembangkit dan transmisi sesuai dengan kondisi dan perkembangan sistem serta teknologi untuk meningkatkan kehandalan sistem tenaga listrik.;ACTV;2;213
214;TRS-TP-MAS-01;Strategi Pengelolaan Aset;Management Asset Strategy;Pengetahuan dan keterampilan untuk merencanakan strategi pengelolaan aset transmisi (jaringan dan gardu induk), mulai dari pengadaan sampai dengan disposal/penghapusan aset.;ACTV;2;214
215;TRS-TP-TBP-02;Perencanaan Pengusahaan Transmisi;Transmission Business Planning;Pengetahuan dan keterampilan untuk merencanakan pemenuhan kebutuhan pengoperasian dan pemeliharaan transmisi dengan mempertimbangkan ketersediaan sumber daya dan teknologi penyaluran.;ACTV;2;215
216;TRS-TP-IOB-03;Perencanaan Anggaran Investasi dan Operasi Transmisi;Investment and Operation Budgeting Planning;Pengetahuan dan keterampilan untuk membuat suatu perencanaan kebutuhan anggaran investasi dan operasi transmisi berbasis risiko yang disusun secara sistematis yang meliputi kegiatan menambah dan memelihara aset transmisi yang berlaku untuk jangka waktu / periode tertentu.;ACTV;2;216
217;TRS-TM-TMP-01;Perencanaan Pemeliharaan Jaringan dan Gardu Induk;Transmition and Substation Maintenance Planning;Pengetahuan dan keterampilan tentang perencanaan pemeliharaan Jaringan (SUTT, SUTET, SKLT, SKTT) dan pemeliharaan Gardu Induk (GI/GITET dan GIS) .;ACTV;2;217
218;TRS-TM-SSP-02;Perencanaan Pelayanan Pemeliharaan GI;Substation Maintenance Service Planning;Pengetahuan dan keterampilan untuk merencanakan pemeliharaan Gardu Induk (GI) yang berkaitan dengan pekerjaan membuat/menyusun, memantau, mengevaluasi, menganalisis, mengendalikan serta melakukan pengawasan realisasi penyerapan anggaran dan pemeliharaan Gardu Induk (GI) .;ACTV;2;218
219;TRS-TM-TSP-03;Perencanaan Pelayanan Pemeliharaan Jaringan;Transmission Line Maintenance Service Planning;Pengetahuan dan keterampilan untuk merencanakan pemeliharaan penyaluran yang berkaitan dengan pekerjaan membuat/menyusun, memantau, mengevaluasi, menganalisis, mengendalikan serta melakukan pengawasan, termasuk membuat rencana pemeliharaan penyaluran.;ACTV;2;219
220;TRS-TM-TPM-04;Pemeliharaan Proteksi Jaringan/Penghantar Transmisi;Transmission Protection Maintenance;Pengetahuan dan keterampilan tentang jenis dan fungsi proteksi penghantar (distance relay, LCD, OCR/GFR, DEF), batasan operasi peralatan yang diproteksi, serta melaksanakan, mensupervisi, merencanakan,mengevaluasi dan mengembangkan metode pemeliharaan/penggantian/pemasangan peralatan proteksi penghantar sesuai dengan kebutuhan sistem berdasarkan regulasi yang berlaku. ;ACTV;2;220
221;TRS-TM-HCM-05;Pemeliharaan Kabel Tanah Tegangan Tinggi;High Voltage Land Power Cable Maintenance;Pengetahuan dan keterampilan tentang jenis, fungsi dan batasan operasi kabel tanah tegangan tinggi dan aksesorisnya, serta kemampuan melaksanakan, mensupervisi, merencanakan dan mengembangkan metode pemeliharaan atau penggantian/pemasangan kabel tanah tegangan tinggi dan aksesorisnya.;ACTV;2;221
222;TRS-TM-HMM-06;Pemeliharaan Kabel Laut Tegangan Tinggi;High Voltage Marine Power Cable Maintenance;Pengetahuan dan keterampilan tentang jenis, fungsi dan batasan operasi kabel laut tegangan tinggi dan aksesorisnya, serta kemampuan melaksanakan, mensupervisi, merencanakan dan mengembangkan metode pemeliharaan atau penggantian/pemasangan kabel laut tegangan tinggi dan aksesorisnya.;ACTV;2;222
223;TRS-TM-HLM-07;Pemeliharaan dalam Keadaan Bertegangan Jaringan Tegangan Tinggi & Ekstra Tinggi;High & Extra High Voltage Live Line Maintenance;Pengetahuan dan keterampilan tentang pemeliharaan jaringan dalam keadaan bertegangan, mensupervisi dan mengevaluasi serta pengembangan metode pelaksanaan dan faktor-faktor yang membatasi pelaksanaannya dalam instalasi jaringan tegangan tinggi (TT) dan tegangan ekstra tinggi (TET).;ACTV;2;223
224;TRS-TM-HSM-08;Pemeliharaan Dalam Keadaan Bertegangan Gardu Induk Tegangan Tinggi dan Ekstra Tinggi;High & Extra High Voltage Live Substation Maintenance;Pengetahuan dan keterampilan tentang pemeliharaan Gardu Induk dalam keadaan bertegangan, mensupervisi dan mengevaluasi serta pengembangan metode pelaksanaan dan faktor-faktor yang membatasi pelaksanaannya dalam instalasi Gardu Induk tegangan tinggi (TT) dan tegangan ekstra tinggi (TET);ACTV;2;224
225;TRS-TM-TLM-09;Pemeliharaan SUTT/SUTET;Transmission Line Maintenance;Pengetahuan tentang jenis, fungsi dan batasan pemeliharaan peralatan SUTT (Saluran Udara Tegangan Tinggi) maupun SUTET (Saluran Udara Tegangan Ekstra Tinggi), serta kemampuan melaksanakan, mensupervisi, merencanakan dan mengembangkan metode pemeliharaan atau penggantian atau pemasangan peralatan dan komponen SUTT/SUTET.;ACTV;2;225
226;TRS-TM-TOM-10;Evaluasi Pemeliharaan Jaringan;Transmission Line Maintenance Evaluation;Pengetahuan dan keterampilan untuk mengevaluasi pemeliharaan jaringan (SUTT/SUTET, SKTT, SKLT) agar dapat beroperasi dengan kapasitas dan efisiensi yang sesuai dengan spesifikasi teknik yang disyaratkan, dapat mempertahankan umur teknis peralatan jaringan, menekan jumlah gangguan dan kerusakan di bawah batas outages yang ditetapkan, termasuk mengevaluasi hasil pemeliharaan jaringan.;ACTV;2;226
227;TRS-TM-SEM-11;Pemeliharaan Swicthgear Gardu Induk;Substation Equipment Maintenance;Pengetahuan dan keterampilan tentang jenis, fungsi, dan batasan operasional serta mampu memelihara switchgear Gardu Induk (PMT, PMS, CT, PT, LA, Serandang) termasuk menguasai penggunaan peralatan kerja, alat ukur dan alat uji yang berkaitan dengan kegiatan pemeliharaan switchgear gardu induk dengan tujuan untuk menghasilkan kinerja gardu induk sesuai target yang ditetapkan perusahaan.;ACTV;2;227
228;TRS-TM-GSM-12;Pemeliharaan Swicthgear Gas Insulated Substation (GIS);Gas Insulated Substation (GIS) Switchgear Maintenance;Pengetahuan dan keterampilan tentang jenis, fungsi, dan batasan operasional serta mampu memelihara Switchgear Gas Insulated Substation (GIS) termasuk menguasai penggunaan peralatan kerja, alat ukur dan alat uji yang berkaitan dengan kegiatan pemeliharaan Switchgear GIS dengan tujuan untuk menghasilkan kinerja gardu induk sesuai target yang ditetapkan perusahaan.;ACTV;2;228
229;TRS-TM-TCM-13;Pemeliharaan Trafo Tenaga dan Kompensator;Transformator and Compensator Maintenance;Pengetahuan dan keterampilan tentang jenis, fungsi, dan batasan operasional serta mampu memelihara trafo tenaga dan kompensator termasuk menguasai penggunaan peralatan kerja, alat ukur dan alat uji yang berkaitan dengan kegiatan pemeliharaan trafo tenaga dan kompensator dengan tujuan untuk menghasilkan kinerja gardu induk sesuai target yang ditetapkan perusahaan.;ACTV;2;229
230;TRS-TM-CMN-14;Pemeliharaan Kubikel 20 kV;20 kV Cubicle Maintenance;Pengetahuan dan keterampilan tentang jenis, fungsi, dan batasan operasional serta mampu memelihara kubikel 20kV termasuk menguasai penggunaan peralatan kerja, alat ukur dan alat uji yang berkaitan dengan kegiatan pemeliharaan kubikel 20kV dengan tujuan untuk menghasilkan kinerja gardu induk sesuai target yang ditetapkan perusahaan.;ACTV;2;230
231;TRS-TM-CMM-15;Pemeliharaan Kontrol dan Meter;Control and Meter Maintenance;Pengetahuan dan keterampilan tentang jenis dan fungsi kontrol dan meter, rangkaian interlock pada fungsi kontrol, batasan operasi peralatan yang dikontrol, serta kemampuan melaksanakan, mensupervisi, merencanakan dan mengembangkan metode pemeliharaan/penggantian/pemasangan peralatan kontrol dan meter.;ACTV;2;231
