ID;SEBUTAN_JABATAN;organisasi_id;ORGANISASI;jenjang_jabatan_id;JENJANG_JABATAN;job_target_jabatan_id;job_target;PEMIMPIN_UNIT;stream_business_id;STREAM_BUSINESS;profesi_id;PROFESI;STATUS;DIRKOM_ID
315;Executive Vice President Perencanaan dan Enjiniring EBT;52;Kantor Pusat - Divisi Perencanaan dan Enjiniring EBT;2;Manajemen Atas;;;Non Pemimpin Unit;8;Strategic Electricity Planning;59;Pengadaan;ACTV;2
316;Vice President Energi Hidro;52;Kantor Pusat - Divisi Perencanaan dan Enjiniring EBT;3;Manajemen Menengah;;;Non Pemimpin Unit;8;Strategic Electricity Planning;59;Pengadaan;ACTV;2
317;Manager Energi Hidro PLN;52;Kantor Pusat - Divisi Perencanaan dan Enjiniring EBT;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;59;Pengadaan;ACTV;2
318;Manager Energi Hidro IPP;52;Kantor Pusat - Divisi Perencanaan dan Enjiniring EBT;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;59;Pengadaan;ACTV;2
319;Vice President Energi Panas Bumi;52;Kantor Pusat - Divisi Perencanaan dan Enjiniring EBT;3;Manajemen Menengah;;;Non Pemimpin Unit;8;Strategic Electricity Planning;59;Pengadaan;ACTV;2
320;Manager Energi Panas Bumi PLN;52;Kantor Pusat - Divisi Perencanaan dan Enjiniring EBT;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;59;Pengadaan;ACTV;2
321;Manager Energi Panas Bumi IPP;52;Kantor Pusat - Divisi Perencanaan dan Enjiniring EBT;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;59;Pengadaan;ACTV;2
322;Vice President Aneka Energi;52;Kantor Pusat - Divisi Perencanaan dan Enjiniring EBT;3;Manajemen Menengah;;;Non Pemimpin Unit;8;Strategic Electricity Planning;59;Pengadaan;ACTV;2
323;Manager Aneka Energi PLN;52;Kantor Pusat - Divisi Perencanaan dan Enjiniring EBT;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;59;Pengadaan;ACTV;2
324;Manager Aneka Energi IPP;52;Kantor Pusat - Divisi Perencanaan dan Enjiniring EBT;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;59;Pengadaan;ACTV;2
325;Vice President Bioenergi;52;Kantor Pusat - Divisi Perencanaan dan Enjiniring EBT;3;Manajemen Menengah;;;Non Pemimpin Unit;8;Strategic Electricity Planning;59;Pengadaan;ACTV;2
326;Manager Bioenergi PLN;52;Kantor Pusat - Divisi Perencanaan dan Enjiniring EBT;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;59;Pengadaan;ACTV;2
327;Manager Bioenergi IPP;52;Kantor Pusat - Divisi Perencanaan dan Enjiniring EBT;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;59;Pengadaan;ACTV;2
328;Vice President Pengembangan dan Pengendalian Energi Baru dan Terbarukan;52;Kantor Pusat - Divisi Perencanaan dan Enjiniring EBT;3;Manajemen Menengah;;;Non Pemimpin Unit;8;Strategic Electricity Planning;59;Pengadaan;ACTV;2
329;Manager Pengembangan dan Pengadaan Konsultan Energi Baru dan Terbarukan;52;Kantor Pusat - Divisi Perencanaan dan Enjiniring EBT;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;59;Pengadaan;ACTV;2
330;Manager Pengendalian Energi Baru dan Terbarukan;52;Kantor Pusat - Divisi Perencanaan dan Enjiniring EBT;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;59;Pengadaan;ACTV;2
331;Manager Perijinan dan Pembebasan Lahan;52;Kantor Pusat - Divisi Perencanaan dan Enjiniring EBT;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;36;Perijinan, Pertanahan dan ROW;ACTV;2
332;Executive Vice President Pengadaan EPC dan IPP EBT;49;Kantor Pusat - Divisi Pengadaan EPC dan IPP EBT;2;Manajemen Atas;;;Non Pemimpin Unit;1;Electricity Project and Development;59;Pengadaan;ACTV;2
333;Vice President Regulasi, Strategi dan Administrasi Pengadaan EPC dan IPP EBT;49;Kantor Pusat - Divisi Pengadaan EPC dan IPP EBT;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;59;Pengadaan;ACTV;2
334;Manager Strategi Pengadaan EBT;49;Kantor Pusat - Divisi Pengadaan EPC dan IPP EBT;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;59;Pengadaan;ACTV;2
335;Manager Strategi Pengadaan Non EBT;49;Kantor Pusat - Divisi Pengadaan EPC dan IPP EBT;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;59;Pengadaan;ACTV;2
336;Manager Regulasi dan Administrasi Kontrak ;49;Kantor Pusat - Divisi Pengadaan EPC dan IPP EBT;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;59;Pengadaan;ACTV;2
337;Vice President Pelaksana Pengadaan EPC Pembangkitan dan IPP EBT;49;Kantor Pusat - Divisi Pengadaan EPC dan IPP EBT;3;Manajemen Menengah;;;Non Pemimpin Unit;1;Electricity Project and Development;59;Pengadaan;ACTV;2
338;Manager Pelaksana Pengadaan Pembangkit Hidro;49;Kantor Pusat - Divisi Pengadaan EPC dan IPP EBT;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;59;Pengadaan;ACTV;2
339;Manager Pelaksana Pengadaan Pembangkit Bioenergi dan Panas Bumi;49;Kantor Pusat - Divisi Pengadaan EPC dan IPP EBT;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;59;Pengadaan;ACTV;2
340;Manager Pelaksana Pengadaan Pembangkit Aneka Energi;49;Kantor Pusat - Divisi Pengadaan EPC dan IPP EBT;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;59;Pengadaan;ACTV;2
341;Manager Pelaksana Pengadaan Pembangkit Non EBT;49;Kantor Pusat - Divisi Pengadaan EPC dan IPP EBT;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;59;Pengadaan;ACTV;2
342;Vice President Pelaksana Pengadaan Transmisi dan Gardu Induk;49;Kantor Pusat - Divisi Pengadaan EPC dan IPP EBT;3;Manajemen Menengah;;;Non Pemimpin Unit;1;Electricity Project and Development;59;Pengadaan;ACTV;2
343;Manager Pelaksana Pengadaan EPC Transmisi 500 kV;49;Kantor Pusat - Divisi Pengadaan EPC dan IPP EBT;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;59;Pengadaan;ACTV;2
344;Manager Pelaksana Pengadaan EPC Transmisi 275 kV dan 150 kV;49;Kantor Pusat - Divisi Pengadaan EPC dan IPP EBT;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;59;Pengadaan;ACTV;2
345;Manager Pelaksana Pengadaan Gardu Induk;49;Kantor Pusat - Divisi Pengadaan EPC dan IPP EBT;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;59;Pengadaan;ACTV;2
346;Executive Vice President Konstruksi Jawa, Madura, Bali, Maluku, Papua dan Nusa Tenggara;27;Kantor Pusat - Divisi Konstruksi Sumatera, Kalimantan dan Sulawesi;2;Manajemen Atas;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
347;Vice President Pengendalian Konstruksi Pembangkit Jawa, Madura, Bali, Maluku, Papua dan Nusa Tenggara;27;Kantor Pusat - Divisi Konstruksi Sumatera, Kalimantan dan Sulawesi;3;Manajemen Menengah;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
348;Manager Konstruksi Pembangkit Non EBT Jawa, Madura, Bali, Maluku, Papua dan Nusa Tenggara;27;Kantor Pusat - Divisi Konstruksi Sumatera, Kalimantan dan Sulawesi;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
349;Manager Konstruksi Pembangkit EBT Jawa, Madura, Bali, Maluku, Papua dan Nusa Tenggara;27;Kantor Pusat - Divisi Konstruksi Sumatera, Kalimantan dan Sulawesi;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
350;Manager Perijinan dan Pembebasan Lahan Pembangkit Jawa, Madura, Bali, Maluku, Papua dan Nusa Tenggara;27;Kantor Pusat - Divisi Konstruksi Sumatera, Kalimantan dan Sulawesi;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;36;Perijinan, Pertanahan dan ROW;ACTV;2
351;Vice President Pengendalian Konstruksi Jaringan Jawa, Madura, Bali, Maluku, Papua dan Nusa Tenggara;27;Kantor Pusat - Divisi Konstruksi Sumatera, Kalimantan dan Sulawesi;3;Manajemen Menengah;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
352;Manager Konstruksi Jaringan Jawa, Madura, Bali;27;Kantor Pusat - Divisi Konstruksi Sumatera, Kalimantan dan Sulawesi;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
353;Manager Konstruksi Jaringan Maluku, Papua dan Nusa Tenggara;27;Kantor Pusat - Divisi Konstruksi Sumatera, Kalimantan dan Sulawesi;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
354;Manager Perijinan dan Pembebasan Lahan Jaringan Jawa, Madura, Bali, Maluku, Papua dan Nusa Tenggara;27;Kantor Pusat - Divisi Konstruksi Sumatera, Kalimantan dan Sulawesi;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;36;Perijinan, Pertanahan dan ROW;ACTV;2
355;Vice President Administrasi Konstruksi Jawa, Madura, Bali, Maluku, Papua dan Nusa Tenggara;27;Kantor Pusat - Divisi Konstruksi Sumatera, Kalimantan dan Sulawesi;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;37;Manajemen Proyek;ACTV;2
356;Manager Administrasi Konstruksi dan PMIS;27;Kantor Pusat - Divisi Konstruksi Sumatera, Kalimantan dan Sulawesi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;37;Manajemen Proyek;ACTV;2
357;Manager Pengendalian Kinerja dan Anggaran Konstruksi;27;Kantor Pusat - Divisi Konstruksi Sumatera, Kalimantan dan Sulawesi;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
358;Executive Vice President Konstruksi Sumatera, Kalimantan dan Sulawesi;27;Kantor Pusat - Divisi Konstruksi Sumatera, Kalimantan dan Sulawesi;2;Manajemen Atas;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
359;Vice President Pengendalian Konstruksi Pembangkit Sumatera, Kalimantan dan Sulawesi;27;Kantor Pusat - Divisi Konstruksi Sumatera, Kalimantan dan Sulawesi;3;Manajemen Menengah;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
360;Manager Konstruksi Pembangkit Non EBT Sumatera, Kalimantan dan Sulawesi;27;Kantor Pusat - Divisi Konstruksi Sumatera, Kalimantan dan Sulawesi;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
361;Manager Konstruksi Pembangkit EBT Sumatera, Kalimantan dan Sulawesi;27;Kantor Pusat - Divisi Konstruksi Sumatera, Kalimantan dan Sulawesi;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
362;Manager Perijinan dan Pembebasan Lahan Pembangkit Sumatera, Kalimantan dan Sulawesi;27;Kantor Pusat - Divisi Konstruksi Sumatera, Kalimantan dan Sulawesi;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;36;Perijinan, Pertanahan dan ROW;ACTV;2
363;Vice President Pengendalian Konstruksi Jaringan Sumatera, Kalimantan dan Sulawesi;27;Kantor Pusat - Divisi Konstruksi Sumatera, Kalimantan dan Sulawesi;3;Manajemen Menengah;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
364;Manager Konstruksi Jaringan Sumatera;27;Kantor Pusat - Divisi Konstruksi Sumatera, Kalimantan dan Sulawesi;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
365;Manager Konstruksi Jaringan Kalimantan dan Sulawesi;27;Kantor Pusat - Divisi Konstruksi Sumatera, Kalimantan dan Sulawesi;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
366;Manager Perijinan dan Pembebasan Lahan Jaringan Sumatera, Kalimantan dan Sulawesi;27;Kantor Pusat - Divisi Konstruksi Sumatera, Kalimantan dan Sulawesi;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;36;Perijinan, Pertanahan dan ROW;ACTV;2
367;Vice President Administrasi Konstruksi Sumatera, Kalimantan dan Sulawesi;27;Kantor Pusat - Divisi Konstruksi Sumatera, Kalimantan dan Sulawesi;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;37;Manajemen Proyek;ACTV;2
368;Manager Administrasi Konstruksi dan PMIS;27;Kantor Pusat - Divisi Konstruksi Sumatera, Kalimantan dan Sulawesi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;37;Manajemen Proyek;ACTV;2
369;Manager Pengendalian Kinerja dan Anggaran Konstruksi;27;Kantor Pusat - Divisi Konstruksi Sumatera, Kalimantan dan Sulawesi;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
370;Executive Vice President Project Management Office;60;Kantor Pusat - Divisi Project Management Office;2;Manajemen Atas;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
371;Vice President Sistem Informasi dan Monitoring Investasi Proyek;60;Kantor Pusat - Divisi Project Management Office;3;Manajemen Menengah;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
372;Manager Pengembangan dan Pengelolaan PMIS;60;Kantor Pusat - Divisi Project Management Office;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
373;Manager Sistem Informasi Proyek dan Investasi;60;Kantor Pusat - Divisi Project Management Office;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
374;Manager Administrasi Investasi dan Proyek;60;Kantor Pusat - Divisi Project Management Office;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
375;Vice President Integrasi dan Pengembangan Proyek;60;Kantor Pusat - Divisi Project Management Office;3;Manajemen Menengah;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
376;Manager Integrasi Proyek Regional Sumatera, Kalimantan, dan Sulawesi;60;Kantor Pusat - Divisi Project Management Office;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
377;Manager Integrasi Proyek Regional Jawa, Madura, Bali, Maluku, Papua, dan Nusa Tenggara;60;Kantor Pusat - Divisi Project Management Office;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
378;Manager Project Benefit Evaluation dan Development;60;Kantor Pusat - Divisi Project Management Office;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
379;Vice President Pinjaman Proyek dan Fasilitas Kepabeanan;60;Kantor Pusat - Divisi Project Management Office;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;37;Manajemen Proyek;ACTV;2
380;Manager Administrasi Logistik dan Kepabeanan;60;Kantor Pusat - Divisi Project Management Office;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;60;Logistik;ACTV;2
381;Manager Pinjaman Luar Negeri (PHLN);60;Kantor Pusat - Divisi Project Management Office;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;37;Manajemen Proyek;ACTV;2
382;Manager PMN dan Pinjaman Dalam Negeri;60;Kantor Pusat - Divisi Project Management Office;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;37;Manajemen Proyek;ACTV;2
383;Manager Administrasi Loan dan PDP;60;Kantor Pusat - Divisi Project Management Office;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;37;Manajemen Proyek;ACTV;2
384;Executive Vice President Manajemen Rantai Pasok;34;Kantor Pusat - Divisi Manajemen Rantai Pasok;2;Manajemen Atas;;;Non Pemimpin Unit;8;Strategic Electricity Planning;58;Manajemen Supply Chain;ACTV;2
385;Vice President Perencanaan Pengadaan Terpusat dan CoE;34;Kantor Pusat - Divisi Manajemen Rantai Pasok;3;Manajemen Menengah;;;Non Pemimpin Unit;8;Strategic Electricity Planning;59;Pengadaan;ACTV;2
386;Manager Perencanaan Strategis Pengadaan Terpusat;34;Kantor Pusat - Divisi Manajemen Rantai Pasok;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;59;Pengadaan;ACTV;2
387;Manager Perencanaan Pengadaan Terpusat;34;Kantor Pusat - Divisi Manajemen Rantai Pasok;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;59;Pengadaan;ACTV;2
388;Manager Center of Excellence Pengadaan Terpusat;34;Kantor Pusat - Divisi Manajemen Rantai Pasok;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;59;Pengadaan;ACTV;2
389;Vice President Pelaksana Pengadaan Terpusat;34;Kantor Pusat - Divisi Manajemen Rantai Pasok;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;59;Pengadaan;ACTV;2
390;Manager Pelaksana Pengadaan Terpusat Material Distribusi Utama;34;Kantor Pusat - Divisi Manajemen Rantai Pasok;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;59;Pengadaan;ACTV;2
391;Manager Pelaksana Pengadaan Terpusat Material Transmisi Utama;34;Kantor Pusat - Divisi Manajemen Rantai Pasok;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;59;Pengadaan;ACTV;2
392;Manager Administrasi Kontrak Terpusat;34;Kantor Pusat - Divisi Manajemen Rantai Pasok;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;59;Pengadaan;ACTV;2
393;Vice President Pengendalian dan Administrasi Kontrak Terpusat;34;Kantor Pusat - Divisi Manajemen Rantai Pasok;3;Manajemen Menengah;;;Non Pemimpin Unit;8;Strategic Electricity Planning;58;Manajemen Supply Chain;ACTV;2
394;Manager Pengendalian Rantai Pasok Material Distribusi Utama;34;Kantor Pusat - Divisi Manajemen Rantai Pasok;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;58;Manajemen Supply Chain;ACTV;2
395;Manager Pengendalian Rantai Pasok Material Transmisi Utama;34;Kantor Pusat - Divisi Manajemen Rantai Pasok;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;58;Manajemen Supply Chain;ACTV;2
396;Manager Inventory dan Warehouse Management Kontrak Terpusat;34;Kantor Pusat - Divisi Manajemen Rantai Pasok;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;58;Manajemen Supply Chain;ACTV;2
397;Vice President Strategi, Pengembangan dan Manajemen Rantai Pasok;34;Kantor Pusat - Divisi Manajemen Rantai Pasok;3;Manajemen Menengah;;;Non Pemimpin Unit;8;Strategic Electricity Planning;58;Manajemen Supply Chain;ACTV;2
398;Manager Pengelolaan Kinerja dan Kapabilitas Manajemen Rantai Pasok;34;Kantor Pusat - Divisi Manajemen Rantai Pasok;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;58;Manajemen Supply Chain;ACTV;2
399;Manager Pengelolaan Data dan Sistem Manajemen Rantai Pasok;34;Kantor Pusat - Divisi Manajemen Rantai Pasok;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;58;Manajemen Supply Chain;ACTV;2
400;Manager Digital Procurement Excellence;34;Kantor Pusat - Divisi Manajemen Rantai Pasok;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;59;Pengadaan;ACTV;2
401;Manager Eksekutif Direksi;7;Kantor Pusat - Direktorat Energi Primer;3;Manajemen Menengah;;;Non Pemimpin Unit;9;Corporate Planning and Performance;81;Manajemen Kinerja;ACTV;2
402;Executive Vice President Independent Power Producer;22;Kantor Pusat - Divisi Independen Power Producer;2;Manajemen Atas;;;Non Pemimpin Unit;8;Strategic Electricity Planning;7;Manajemen Pembangkitan;ACTV;2
403;Vice President Perencanaan dan Evaluasi IPP;22;Kantor Pusat - Divisi Independen Power Producer;3;Manajemen Menengah;;;Non Pemimpin Unit;8;Strategic Electricity Planning;7;Manajemen Pembangkitan;ACTV;2
404;Manager Perencanaan dan Evaluasi IPP;22;Kantor Pusat - Divisi Independen Power Producer;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;7;Manajemen Pembangkitan;ACTV;2
405;Vice President Kontrak, Pengadaan dan Pendanaan IPP;22;Kantor Pusat - Divisi Independen Power Producer;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;59;Pengadaan;ACTV;2
406;Manager Pengadaan IPP;22;Kantor Pusat - Divisi Independen Power Producer;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;59;Pengadaan;ACTV;2
407;Vice President Konstruksi IPP;22;Kantor Pusat - Divisi Independen Power Producer;3;Manajemen Menengah;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
408;Manager Konstruksi IPP Jawa, Madura dan Bali;22;Kantor Pusat - Divisi Independen Power Producer;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
409;Manager Konstruksi IPP Luar Jawa, Madura dan Bali;22;Kantor Pusat - Divisi Independen Power Producer;4;Manajemen Dasar;;;Non Pemimpin Unit;1;Electricity Project and Development;37;Manajemen Proyek;ACTV;2
410;Vice President Monitoring Kinerja IPP;22;Kantor Pusat - Divisi Independen Power Producer;3;Manajemen Menengah;;;Non Pemimpin Unit;8;Strategic Electricity Planning;7;Manajemen Pembangkitan;ACTV;2
411;Manager Monitoring Kinerja IPP Jawa, Madura dan Bali;22;Kantor Pusat - Divisi Independen Power Producer;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;7;Manajemen Pembangkitan;ACTV;2
412;Manager Monitoring Kinerja IPP Luar Jawa, Madura dan Bali;22;Kantor Pusat - Divisi Independen Power Producer;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;7;Manajemen Pembangkitan;ACTV;2
413;Vice President Pembayaran IPP;22;Kantor Pusat - Divisi Independen Power Producer;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
414;Manager Verifikasi Pembayaran IPP;22;Kantor Pusat - Divisi Independen Power Producer;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
415;Executive Vice President Batubara;16;Kantor Pusat - Divisi Batubara;2;Manajemen Atas;;;Non Pemimpin Unit;8;Strategic Electricity Planning;1;Perencanaan Energi;ACTV;2
416;Vice President Perencanaan dan Evaluasi Pengadaan Batubara;16;Kantor Pusat - Divisi Batubara;3;Manajemen Menengah;;;Non Pemimpin Unit;8;Strategic Electricity Planning;1;Perencanaan Energi;ACTV;2
417;Manager Perencana Pengadaan Batubara 1;16;Kantor Pusat - Divisi Batubara;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;1;Perencanaan Energi;ACTV;2
418;Manager Perencana Pengadaan Batubara 2;16;Kantor Pusat - Divisi Batubara;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;1;Perencanaan Energi;ACTV;2
419;Vice President Pelaksana Pengadaan Batubara;16;Kantor Pusat - Divisi Batubara;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;2;Manajemen Energi;ACTV;2
420;Manager Pelaksana Pengadaan Batubara 1;16;Kantor Pusat - Divisi Batubara;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;2;Manajemen Energi;ACTV;2
421;Manager Pelaksana Pengadaan Batubara 2;16;Kantor Pusat - Divisi Batubara;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;2;Manajemen Energi;ACTV;2
422;Vice President Pengendalian Kontrak Batubara;16;Kantor Pusat - Divisi Batubara;3;Manajemen Menengah;;;Non Pemimpin Unit;8;Strategic Electricity Planning;2;Manajemen Energi;ACTV;2
423;Manager Administrasi Kontrak Batubara;16;Kantor Pusat - Divisi Batubara;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;2;Manajemen Energi;ACTV;2
424;Manager Pengendalian Batubara;16;Kantor Pusat - Divisi Batubara;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;2;Manajemen Energi;ACTV;2
425;Executive Vice President Gas dan BBM;21;Kantor Pusat - Divisi Gas dan BBM;2;Manajemen Atas;;;Non Pemimpin Unit;8;Strategic Electricity Planning;1;Perencanaan Energi;ACTV;2
426;Vice President Perencanaan dan Evaluasi Pengadaan Gas dan BBM;21;Kantor Pusat - Divisi Gas dan BBM;3;Manajemen Menengah;;;Non Pemimpin Unit;8;Strategic Electricity Planning;1;Perencanaan Energi;ACTV;2
427;Manager Perencanaan Pengadaan Gas dan BBM;21;Kantor Pusat - Divisi Gas dan BBM;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;1;Perencanaan Energi;ACTV;2
428;Vice President Pelaksana Pengadaan Gas dan BBM;21;Kantor Pusat - Divisi Gas dan BBM;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;2;Manajemen Energi;ACTV;2
429;Manager Administrasi Pengadaan Gas;21;Kantor Pusat - Divisi Gas dan BBM;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;2;Manajemen Energi;ACTV;2
430;Manager Administrasi Pengadaan BBM dan Infrastruktur;21;Kantor Pusat - Divisi Gas dan BBM;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;2;Manajemen Energi;ACTV;2
431;Vice President Pengendalian Kontrak Gas;21;Kantor Pusat - Divisi Gas dan BBM;3;Manajemen Menengah;;;Non Pemimpin Unit;8;Strategic Electricity Planning;2;Manajemen Energi;ACTV;2
432;Manager Administrasi Kontrak Gas;21;Kantor Pusat - Divisi Gas dan BBM;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;2;Manajemen Energi;ACTV;2
433;Manager Pengendalian Gas;21;Kantor Pusat - Divisi Gas dan BBM;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;2;Manajemen Energi;ACTV;2
