ID;KODE_KOMPETENSI;KOMPETENSI_ID;level;PERILAKU;CONTOH;STATUS;DIRKOM_ID
516;NMP-BM-PDM-01;301;1;Mengetahui dan memahami konsep dasar kegiatan tahapan-tahapan pengembangan dan penggabungan produk layanan beserta jenis peralatan untuk pengembangan produk.;Contoh : Menyebutkan dan menjelaskan tahapan survei untuk proses pengembangan produk layanan premium.;ACTV;2
517;NMP-BM-TMG-02;302;1;Mengetahui dan memahami faktor-faktor yang digunakan pada perhitungan tarif dan harga dari suatu produk/jasa berdasarkan model pentarifan.;Contoh : Menyebutkan dan menjelaskan faktor biaya tetap dan biaya variabel untuk perhitungan tarif.;ACTV;2
518;NMP-BM-ABM-03;303;1;Mengetahui dan memahami manajemen aktifitas proses bisnis niaga yang meliputi pemetaan aktifitas, pemetaan proses bisnis, komponen kunci dari aktifitas, analisis aktifitas yang mendukung peningkatan nilai tambah.;Contoh : Menyebutkan dan menjelaskan korelasi aktifitas-aktifitas, regulasi dengan implementasi tarif premium.;ACTV;2
519;NMP-BM-TRA-04;304;1;Mengetahui dan memahami komponen dasar pembentuk tarif, harga pokok produksi (HPP) dan overhead cost, serta mengetahui mekanisme jual beli tenaga listrik mulai dari sisi pembangkitan, penyaluran, operasi sistem, operasi pasar, distribusi, usaha penjualan dan agen penjualan.;Contoh : Menyebutkan dan menjelaskan nilai distribution charge pada kontrak distribution services agreement yang merupakan faktor pembentuk tarif.;ACTV;2
520;NMP-BM-BCO-05;305;1;Mengetahui dan memahami konsep bisnis dan komersial dalam industri pasokan tenaga listrik yang meliputi antara lain hubungan antara supply and demand, harga pokok penyediaan, surplus produser dan konsumen.;Contoh : Menyebutkan dan menjelaskan proses hubungan antara supply and demand dan harga pokok penyediaan;ACTV;2
521;PPK-UD-MPS-01;306;1;Mengetahui dan memahami dasar-dasar keilmuan yang berhubungan dengan penyusunan standar dan prosedur untuk kegiatan proses manufacture;Contoh : Menyebutkan dan menjelaskan langkah penyusunan proses manufaktur blade Primary air Fan blade Primary air Fan;ACTV;2
522;PPK-UD-CVD-02;307;1;Mengetahui dan memahami konsep dasar tentang proses detail detail desain enjiniring termasuk gambar teknik untuk kegiatan produksi, perbaikan dan pembangunan serta jenis penggunaan peralatan yang berkaitan dengan kegiatan detail desain enjiniring sipil PLTMH;Contoh : Menyebutkan dan menjelaskan tahapan dalam detail desain Enjiniring sipil PLTMH;ACTV;2
523;PPK-UD-ELD-03;308;1;Mengetahui dan memahami konsep dasar tentang proses desain enjiniring termasuk gambar teknik untuk kegiatan produksi, perbaikan dan pembangunan serta jenis penggunaan peralatan yang berkaitan dengan kegiatan detail desain enjiniring Elektrikal;Contoh : Menyebutkan dan menjelaskan tahapan men desain single line;ACTV;2
524;PPK-UD-MCD-04;309;1;Mengetahui dan memahami konsep dasar tentang proses detail desain enjiniring termasuk gambar teknik untuk kegiatan produksi, perbaikan dan pembangunan serta jenis penggunaan peralatan yang berkaitan dengan kegiatan detail desain enjiniring Mekanikal;Contoh : Menyebutkan dan menjelaskan tipe turbin berdasarkan hasil survey;ACTV;2
525;PPK-UD-CID-05;310;1;Mengetahui dan memahami konsep dasar tentang proses detail desain enjiniring termasuk gambar teknik untuk kegiatan produksi, perbaikan dan pembangunan serta jenis penggunaan peralatan yang berkaitan dengan kegiatan detail desain enjiniring kontrol instrumen;Contoh : Menyebutkan dan menjelaskan dan dapat membaca gambar wiring instrument / control;ACTV;2
526;PPK-UD-MTC-06;311;1;Mengetahui dan memahami jenis dan macam material teknik untuk keperluan produksi dan perbaikan produk komponen dan peralatan sesuai standar yang ada.;Contoh : Menyebutkan dan menjelaskan jenis-jenis material teknik yang dibutuhkan untuk pembuatan komponen turbin air.;ACTV;2
527;PPK-UD-PDV-07;312;1;Mengetahui dan memahami konsep dasar kegiatan pengembangan produk beserta jenis peralatan untuk pengembangan produk komponen dan peralatan.;Contoh : Menyebutkan dan menjelaskan tahapan proses pengembangan produk atau jenis peralatan untuk pengembangan produk.;ACTV;2
528;PPK-UP-PRM-01;313;1;Mengetahui dan memahami kegiatan-kegiatan yang berkaitan dengan produksi dan perbaikan komponen dan peralatan;Contoh : Menyebutkan dan menjelaskan jenis kegiatan perbaikan komponen turbin air.;ACTV;2
529;PPK-UP-PPC-02;314;1;Mengetahui dan memahami tahapan perencanaan dan pengendalian kegiatan produksi dan perbaikan komponen atau peralatan.;Contoh : Menyebutkan dan menjelaskan tahapan perencanaan kegiatan pembuatan spiral casing turbin air.;ACTV;2
530;PPK-UP-MRP-03;315;1;Mengetahui dan memahami peraturan, standar, prosedur dan metode untuk kegiatan pengelolaan material untuk kebutuhan proses produksi dan perbaikan serta penggunaan berbagai jenis peralatan untuk pengelolaan material.;Contoh : Menyebutkan dan menjelaskan tahapan pengelolaan material untuk kebutuhan proses produksi.;ACTV;2
531;PPK-UP-PMO-04;316;1;Mengetahui dan memahami macam, jenis dan fungsi mesin, alat kerja dan alat ukur baik konvensional maupun non konvensional untuk kegiatan produksi dan perbaikan.;Contoh : Menyebutkan dan menjelaskan jenis mesin bubut, milling, bor, gerinda, balancing, press, EDM (Electric Discharge Machine), CNC (Computer Numerical Control), mesin las, dan mesin roll.;ACTV;2
532;PPK-UP-MPT-05;317;1;Mengetahui dan memahami konsep dasar tentang pekerjaan pengujian material dan produk serta jenis penggunaan peralatan kerja, alat ukur dan alat uji yang berkaitan dengan kegiatan pekerjaan pengujian material dan produk.;Contoh : Menyebutkan dan menjelaskan penggunaan peralatan untuk mengukur dimensi poros turbin air.;ACTV;2
533;PPK-UP-MMT-06;318;1;Mengetahui dan memahami konsep dasar tentang pekerjaan pengujian material dan produk mekanikal serta jenis penggunaan peralatan kerja, alat ukur dan alat uji yang berkaitan dengan kegiatan pekerjaan pengujian material produk mekanik.;Contoh : Menyebutkan dan menjelaskan penggunaan peralatan untuk mengukur poros turbin air;ACTV;2
534;PPK-UP-EMT-07;319;1;Mengetahui dan memahami konsep dasar tentang pekerjaan pengujian material dan produk elektrikal serta jenis penggunaan peralatan kerja, alat ukur dan alat uji yang berkaitan dengan kegiatan pekerjaan pengujian material produk.;Contoh : Menyebutkan dan menjelaskan penggunaan peralatan untuk mengukur tahanan isolasi trafo.;ACTV;2
535;PPK-UP-MRE-08;320;1;Mengetahui dan memahami jenis peralatan serta jenis dan proses pemeliharaan serta perbaikan komponen dan peralatan ketenagalistrikan sesuai standar yang berlaku.;Contoh : Menyebutkan dan menjelaskan peralatan yang dipergunakan untuk pemeliharaan dan perbaikan trafo.;ACTV;2
536;PPK-UP-MCM-09;321;1;Mengetahui dan memahami jenis peralatan serta jenis dan proses pemeliharaan serta perbaikan peralatan ketenagalistrikan mekanikal sesuai standar yang berlaku.;Contoh : Menyebutkan dan menjelaskan peralatan yang dipergunakan untuk pemeliharaan dan perbaikan travelling screen.;ACTV;2
537;PPK-UP-MCE-10;322;1;Mengetahui dan memahami jenis peralatan serta jenis dan proses pemeliharaan serta perbaikan peralatan ketenagalistrikan elektrikal sesuai standar yang berlaku.;Contoh : Menyebutkan dan menjelaskan peralatan yang dipergunakan untuk pemeliharaan dan perbaikan generator.;ACTV;2
538;PPK-UP-MMP-11;323;1;Mengetahui dan memahami proses pekerjaan yang berkaitan dengan perencanaan pemeliharaan/perbaikan peralatan mekanik unit pembangkit termasuk merencanakan waktu pelaksanaan, anggaran (RAB), mengetahui batas kewajaran deviasi antara rencana dengan realisasi biaya.;Contoh : Menyebutkan dan menjelaskan schedule, perhitungan anggaran pemeliharaan dan perbaikan sesuai lingkup pekerjaan.;ACTV;2
539;PPK-UP-EMP-12;324;1;Mengetahui dan memahami proses pekerjaan yang berkaitan dengan perencanaan pemeliharaan/perbaikan peralatan listrik unit pembangkit termasuk merencanakan waktu pelaksanaan, anggaran (RAB), mengetahui batas kewajaran deviasi antara rencana dengan realisasi biaya.;Contoh : Menyebutkan dan menjelaskan schedule, perhitungan anggaran pemeliharaan dan perbaikan sesuai lingkup pekerjaan.;ACTV;2
540;PPK-UP-MPE-13;325;1;Mengetahui dan memahami pekerjaan-pekerjaan yang berkaitan dengan evaluasi dan pengendalian kinerja pemeliharaan peralatan.;Contoh : Menyebutkan dan menjelaskan pekerjaan evaluasi kegiatan pemeliharaan di komponen peralatan ketenagalistrikan.;ACTV;2
541;KKL-HS-OCS-01;326;1;Mengetahui dan memahami proses pelaksanaan Identifikasi Potensi Bahaya, Penilaian dan Pengendalian Risiko dalam setiap tahapan kerja sesuai dengan peraturan perusahaan dan peraturan pemerintah yang berlaku.;Contoh : Menyebutkan dan menjelaskan ketentuan tentang proses Identifikasi Potensi Bahaya pemeliharaan transmisi dan distribusi, penilaian dan pengendalian risiko pelaporan serta Instansi penerima laporan tersebut.;ACTV;2
542;KKL-HS-BRC-02;327;1;Mengetahui dan memahami secara komprehensif dasar hukum peraturan perundang-undangan bidang keselamatan kerja dan memahami cara menghitung tingkat ketaatan perusahaan berdasarkan kewajiban dalam peraturan keselamatan kerja tersebut.;Contoh : Menyebutkan dan menjelaskan UU No. 1 tahun 1970 tentang keselamatan kerja dan kriteria audit sesuai PP No. 50 tahun 2012 tentang Penerapan SMK3.;ACTV;2
543;KKL-HS-SCP-03;328;1;Mengetahui dan memahami secara komprehensif metode komunikasi yang efektif berikut materi tentang Keselamatan dan Kesehatan Kerja di bidang Ketenagalistrikan.;Contoh : Menyebutkan dan menjelaskan metode penyebarluasan keselamatan;ACTV;2
544;KKL-HS-CSM-04;329;1;Mengetahui dan memahami proses penerapan sistem manajemen keselamatan kerja bagi mitra kerja / kontraktor;Contoh : Menyebutkan dan menjelaskan sistem manajemen keselamatan mitra kerja.;ACTV;2
545;KKL-HS-WPC-05;330;1;Mengetahui dan memahami peraturan tentang faktor bahaya pada lingkungan kerja sesuai standar yang berlaku.;Contoh : Menyebutkan dan menjelaskan kriteria faktor bahaya pada lingkungan kerja.;ACTV;2
546;KKL-HS-PSM-06;331;1;Mengetahui dan  memahami peraturan dan standar manajemen keselamatan proses.;Contoh : Menyebutkan dan menjelaskan peraturan dan standar manajemen keselamatan proses.;ACTV;2
547;KKL-HS-SFL-07;332;1;Mengetahui dan memahami metode kepemimpinan dalam pelaksanaan keselamatan kerja;Contoh : Menyebutkan dan menjelaskan metode kepemimpinan dalam pelaksanaan keselamatan kerja.;ACTV;2
548;KKL-HS-HSA-08;333;1;Mengetahui dan memahami proses pelaksanaan audit Sistem Manajemen Keselamatan dan Kesehatan Kerja (SMK3) sesuai dengan peraturan perusahaan dan perundangan yang berlaku.;Contoh : Menyebutkan dan menjelaskan ketentuan tentang proses audit Sistem Manajemen Keselamatan dan Kesehatan Kerja (SMK3).;ACTV;2
549;KKL-HS-ACI-09;334;1;Mengetahui dan memahami proses pelaksanaan penyelidikan dan pembuatan laporan tehadap terjadinya kecelakaan dan Penyakit Akibat Kerja (PAK) / PAHK serta membuat pelaporan kecelakaan sesuai dengan peraturan yang berlaku di tempat kerja.;Contoh : Menyebutkan dan menjelaskan ketentuan tentang proses Identifikasi Potensi Bahaya, Penilaian dan Pengendalian Risiko.;ACTV;2
550;KKL-HS-STM-10;335;1;Mengetahui dan memahami proses pelaksanaan inspeksi, pengecekan dan pemeliharaan peralatan keselamatan kerja sesuai dengan standar dan/atau peraturan yang berlaku.;Contoh : Menyebutkan dan memahami ketentuan tentang proses inspeksi, pengecekan dan pemeliharaan peralatan keselamatan kerja sesuai dengan standar dan/atau peraturan yang berlaku.;ACTV;2
551;KKL-HS-OHE-11;336;1;Mengetahui dan memahami proses pelaksanaan dalam merencanakan dan menanggulangi kedaruratan, pada sebelum, saat dan sesudah terjadi keadaan darurat di tempat sesuai dengan standar dan peraturan yang berlaku.;"Contoh : a. Menyebutkan dan menjelaskan Emergency Response Procedur di lingkungan kerjanya yang sudah ditetapkan oleh Perusahaan.
b. Menyebutkan dan menjelaskan cara penyusunan PIP sesuai NFPA 1620.";ACTV;2
552;KKL-HS-LTO-12;337;1;Mengetahui dan memahami proses K3 pada pekerjaan yang memerlukan penguncian dan penandaan pekerjaan sesuai ketentuan yang berlaku;Contoh : Menyebutkan dan menjelaskan proses pemenuhan K3 pada pekerjaan yang memerlukan penguncian pengoperasian dan penandaan pekerjaan;ACTV;2
553;KKL-HS-WPE-13;338;1;Mengetahui dan memahami peraturan penerapan ergonomi pada tempat kerja sesuai standar yang berlaku.;Contoh : Menyebutkan dan menjelaskan standar penerapan ergonomi pada tempat kerja.;ACTV;2
554;KKL-HS-JHA-14;339;1;Mengetahui dan memahami proses untuk melakukan pengukuran, penetapan, dan pengujian untuk menentukan jenis penyakit, penyebab penyakit, kondisi kesehatan dan faktor-faktor yang dapat berpengaruh pada kesehatan pekerja.;Contoh : Mnyebutkan dan menjelaskan ketentuan pengukuran, penetapan, dan pengujian untuk menentukan jenis penyakit, penyebab penyakit, kondisi kesehatan dan faktor-faktor yang dapat berpengaruh pada kesehatan pekerja.;ACTV;2
555;KKL-HS-SOM-15;340;1;Mengetahui dan memahami prinsip-prinsip dan elemen Sistem Manajemen Keselamatan dan Kesehatan Kerja (SMK3) sesuai dengan standar nasional dan internasional.;Contoh : Menyebutkan dan menjelaskan ketentuan tentang prinsip-prinsip dan elemen Sistem Manajemen Keselamatan dan Kesehatan Kerja (SMK3) sesuai dengan Peraturan Pemerintah Nomor 50 Tahun 2012 tentang Penerapan SMK3 dan Standar Internasional (ex : ISO 45001 : 2018).;ACTV;2
556;KKL-HS-HRS-16;341;1;Mengetahui dan memahami prinsip-prinsip sistem pelaporan bahaya dan risiko berdasarkan kriteria tindakan tidak aman (unsafe act), kondisi tidak aman (unsafe condition), hampir terjadi (nearmiss) dan kecelakaan (accident).;Contoh : Menyebutkan dan menjelaskan ketentuan tentang pelaporan bahaya dan risiko  sesuai dengan item/fitur dalam aplikasi Inspekta berdasarkan kriteria tindakan tidak aman (unsafe act), kondisi tidak aman (unsafe condition), hampir terjadi (nearmiss) dan kecelakaan (accident).;ACTV;2
557;KKL-SC-SMS-01;342;1;Mengetahui dan memahami proses untuk melakukan manajemen pengamanan dalam rangka pengendalian risiko yang berkaitan dengan kegiatan usaha;Contoh : Menyebutkan dan menjelaskan ketentuan identifikasi, evaluasi, dan manajemen risiko dalam pelaksanaan pengamanan obvit/obvitnas pembangkit, gardu induk.;ACTV;2
558;KKL-SC-SII-02;343;1;Mengetahui dan memahami proses pelaksanaan penelitian, pengamanan tempat kejadian perkara (TKP), penyelidikan, pengusutan, pencarian, pemeriksaan dan pengumpulan data atau temuan lain.;Contoh : Menyebutkan dan menjelaskan ketentuan tentang proses penyelidikan dan pembuatan laporan tehadap terjadinya insiden keamanan.;ACTV;2
559;KKL-SC-SSA-03;344;1;Mengetahui dan memahami proses pelaksanaan audit sistem manajemen pengamanan sesuai dengan peraturan perusahaan dan perundangan yang berlaku.;Contoh : Menyebutkan dan menjelaskan ketentuan tentang proses audit sistem manajemen pengamanan.;ACTV;2
560;KKL-SC-SRM-04;345;1;Mengetahui dan memahami proses pelaksanaan identifikasi potensi kerawanan dan gangguan keamanan sesuai dengan peraturan perusahaan dan perundangan yang berlaku;Contoh : Menyebutkan dan menjelaskan ketentuan serta proses identifikasi potensi kerawanan dan gangguan keamanan;ACTV;2
561;KKL-SC-SSD-05;346;1;Mengetahui dan memahami proses pelaksanaan konfigurasi standar pengamanan, yang meliputi pokok-pokok konfigurasi, komponen standar pengamanan, penyelenggaraan pengamanan, sarana dan prasarana serta prosedur pengamanan;Contoh : Menyebutkan dan menjelaskan ketentuan tentang konfigurasi standar pengamanan, yang meliputi pokok-pokok konfigurasi, komponen standar pengamanan, penyelenggaraan pengamanan, sarana dan prasarana serta prosedur pengamanan;ACTV;2
562;KKL-EV-EPL-01;347;1;Mengetahui dan memahami secara komprehensif kebijakan lingkungan yang berlaku di perusahaan, maksud dan tujuan dibuat kebijakan lingkungan serta mengetahui kesesuaian kebijakan lingkungan yang berlaku di perusahaan dengan kebijakan yang diatur dalam regulasi pemerintah;Contoh : Menyebutkan dan menjelaskan secara komprehensif isi kebijakan lingkungan PLN secara korporat dan isi peraturan UU 32 tahun 2009 tentang Perlindungan dan Pengelolaan Lingkungan Hidup serta mampu menjelaskannya kepada Pegawai lain.;ACTV;2
563;KKL-EV-EPP-02;348;1;Mengetahui dan memahami secara komprehensif cara penyusunan program lingkungan, serta sumber / latar belakang pemilihan program lingkungan untuk unit kerjanya.;Contoh : Menyebutkan dan menjelaskan secara komprehensif sumber penyusunan program lingkungan dapat berasal dari RKL-RPL, temuan asessment, audit ISO 14001, pengawasan instansi lingkungan, evaluasi ketaatan, dll;ACTV;2
564;KKL-EV-ECP-03;349;1;Mengetahui dan memahami secara komprehensif isi dari dasar hukum peraturan perundang-undangan bidang lingkungan dan memahami cara penilaian ketaatan perusahaan berdasarkan kewajiban dalam peraturan lingkungan tersebut;Contoh : Menyebutkan dan enjelaskan kewajiban perusahaan dalam hal pengelolaan limbah B3, dan memahami cara penilaian tingkat ketaatan pengelolaan limbah B3 perusahaan atau monitoring PROPER.;ACTV;2
565;KKL-EV-ESP-04;350;1;"Mengetahui dan menjelasakan jenis-jenis dokumen lingkungan (AMDAL, UKL/UPL, DELH, DPLH, SPPL), mengetahui dasar hukum untuk menentukan katagori jenis dokumen lingkungan yang wajib dimiliki berdasarkan kegiatan yang dilakukan oleh perusahaan serta mengetahui dasar hukum untuk penyusunan dokumen lingkungan dan tahap pengurusan Izin Lingkungan dan mengetahui dasar hukum Izin perlindungan dan pengelolaan lingkungan hidup (PPLH) yang harus dipenuhi oleh perusahaan sebagai salah satu pemenuhan yang harus tercantum pada dokumen lingkungan. 
Mengetahui dan memahami komprehensif prosedur penyusunan dokumen lingkungan (AMDAL, UKL/UPL, DELH, DPLH, SPPL), cara dan alur pengesahan dokumen lingkungan hingga terbitnya rekomendasi dan izin lingkungan serta persyaratan yang harus dipenuhi untuk mendapatkan izin lingkungan dan izin perlindungan dan pengelolaan lingkungan hidup (PPLH).";"Contoh : a. Menyebutkan jenis perizinan yang harus dipenuhi pada proses operasi PLTU, Transmisi, dan Distribusi
b. Menjelaskan Permen LHK No. 26 Tahun 2018 tentang Pedoman  Penyusunan dan Penilaian serta Pemeriksaan Dokumen Lingkungan Hidup dalam Pelaksanaan Pelayanan Perizinan Berusaha Secara Elektronik (Sistem  OSS).";ACTV;2
566;KKL-EV-EPD-05;351;1;Mengetahui dan memahami secara komprehensif isi dari dokumen lingkungan dan izin terkait lingkungan yang dimiliki, dan memahami bagian dokumen lingkungan yang harus dicek kesesuaiannya dengan kondisi aktual / terbangun di lapangan. Mengetahui kewajiban perusahaan yang harus dilakukan sesuai isi dokumen dan izin terkait lingkungan.;"Contoh : Menyebutkan dan menjelaskan dokumen lingkungan AMDAL izin PPLH yang wajib dimiliki serta mengetahui kewajiban pengelolaan dapat dilihat pada matriks RKL.
Menyebutkan dan menjelaskan bahwa luas area kegiatan yang ada di dalam dokumen lingkungan harus dicek kesesuaiannya dengan luas area kegiatan eksisting.
Menyebutkan dan menjelaskan bahwa kapasitas terbangun eksisting tidak boleh melebihi kapasitas dalam dokumen lingkungan dan izin lingkungan";ACTV;2
567;KKL-EV-APC-06;352;1;Mengetahui dan memahami secara komprehensif isi, peraturan dan rancangan peraturan lingkungan, dan peraturan lain terkait pengelolaan dan pemantauan lingkungan udara yang berlaku untuk instalasi ketenagalistrikan. Mengetahui dan memahami kegunaan pelaksanaan rencana / upaya pengelolaan dan pemantauan lingkungan, serta hasil penilaian PROPER serta cara mengimplementasikan SML. Mengetahui dan memahami secara komprehensif bentuk dan metode penyusunan laporan pelaksanaan pengelolaan dan pemantauan lingkungan hidup, laporan beban pencemaran air dan mengetahui periode pelaporan serta Instansi penerima laporan tersebut.;"Contoh : a. Menyebutkan dan menjelaskan tujuan pengendalian pencemaran udara untuk memenuhi peraturan terkait. 
b. Menyebutkan dan menjelaskan cara menyusun laporan pengendalian pencemaran udara, dan mengetahui periode pelaporan serta Instansi penerima laporan tersebut.";ACTV;2
568;KKL-EV-WPC-07;353;1;Mengetahui dan memahami secara komprehensif isi, peraturan dan rancangan peraturan lingkungan, dan peraturan lain terkait pengelolaan dan pemantauan lingkungan air limbah dan air yang berlaku untuk instalasi ketenagalistrikan. Memahami kegunaan pelaksanaan rencana / upaya pengelolaan dan pemantauan lingkungan, serta hasil penilaian PROPER serta cara mengimplementasikan SML. Mengetahui dan memahami secara komprehensif bentuk dan metode penyusunan laporan pelaksanaan pengelolaan dan pemantauan lingkungan hidup, laporan beban pencemaran air dan mengetahui periode pelaporan serta Instansi penerima laporan tersebut;"Contoh : a. Menyebutkan dan menjelaskan tujuan pengelolaan limbah cair untuk memenuhi Baku Mutu Limbah cair sesuai Permen LH No. 08 Tahun 2009. 
b. Menyebutkan dan menjelaskan cara menyusun laporan laporan pengendalian pencemaran air, dan mengetahui periode pelaporan serta Instansi penerima laporan tersebut.";ACTV;2
569;KKL-EV-HWM-08;354;1;Mengetahui dan memahami secara komprehensif isi, peraturan dan rancangan peraturan lingkungan, dan peraturan lain terkait pengelolaan dan pemantauan lingkungan limbah B3 yang berlaku untuk instalasi ketenagalistrikan. Mengetahui dan  memahami kegunaan pelaksanaan rencana / upaya pengelolaan dan pemantauan lingkungan, hasil penilaian PROPER serta cara mengimplementasikan SML.  Mengetahui dan memahami secara komprehensif bentuk dan metode penyusunan laporan pelaksanaan pengelolaan dan pemantauan lingkungan hidup, laporan beban pencemaran air dan mengetahui periode pelaporan serta Instansi penerima laporan tersebut.;"Contoh : a. Menyebutkan dan menjelaskan tujuan pengelolaan limbah B3 untuk memenuhi ketentuan PP 101 tahun 2014.
b. Menyebutkan dan menjelaskan cara menyusun laporan laporan pengelolaan limbah B3. 
c. Menyebutkan dan menjelaskan periode pelaporan serta Instansi penerima laporan tersebut.
";ACTV;2
570;KKL-EV-ESA-09;355;1;"Mengetahui dan memahami dasar hukum peraturan perundang-undangan bidang lingkungan nasional dan standar internasional pengeloaan lingkungan sebagai tools untuk melakukan penilaian mandiri atas kegiatan pengelolaan lingkungan ketenagalistrikan.
Mengetahui dan memahami secara komprehensif kegunaan penerapan penilaian lingkungan di perusahaan sebagai rujukan perusahaan dalam mengatasi permasalahan lingkungan sekitar instalasi ketenagalistrikan, sebagai kontrol terhadap pencapaian kinerja lingkungan perusahaan untuk mencegah tekanan sanksi hukum terhadap penyelenggaraan usaha dan/atau kegiatan yang berkaitan dengan lingkungan berdasarkan peraturan perundang-undangan yang berlaku, serta sebagai upaya pemenuhan persyaratan pendanaan luar negeri, sebagai upaya identifikasi kemungkinan penghematan biaya melalui upaya konservasi energi, pemakaian ulang dan daur ulang limbah.";"Contoh : a. Menyebutkan dan menjelaskan dasar hukum pelaksanaan PROPER, mengetahui International Finance Corporation (IFC) performance standard untuk pengelolaan lingkungan.
b. Menyebutkan dan menjelaskan secara komprehesif kriteria penilaian PROPER, dan/ atau kriteria pemenuhan IFC Performance Standard untuk pengelolaan lingkungan.";ACTV;2
571;KKL-EV-EBC-10;356;1;"Mengetahui dan memahami secara komprehensif definisi, maksud dan tujuan, dasar hukum, standar, kriteria serta tahapan dari penerapan SML, KSDA dan Pemberdayaan Masyarakat.
Mengetahui dan memahami tahapan penerapan SML, KSDA dan Pemberdayaan Masyarakat.";"Contoh : a. Mennyebutkan dan menjelaskan tahapan impelementasi SML di Perusahaan dimulai dari Pembentukan Tim Implementasi SML, dan proses set-up kemudian sertifikasi.
b. Menyebutkan dan menjelaskan secara komprehensif bahwa Konservasi Sumber Daya Alam berupa proses penghematan air, energi, bahan bakar, dst, dan memahami bahwa proses tersebut harus melibatkan pihak teknis perusahaan dan perlu membuat rekaman/catatan penggunaan SDA kondisi saat ini (membuat baseline SDA).";ACTV;2
572;KKL-EV-ENS-11;357;1;"Mengetahui dan memahami peraturan perundangan Republik Indonesia di Bidang Perlindungan dan Pengelolaan Lingkungan Hidup dan kebijakan environmental safeguards pihak donor (lender) yang sesuai dengan jenis kegiatan/usaha sebagai dasar penyusunan dokumen ESIA/IEE, ESDD/ESAP, ESMP dan lain-lain serta mengetahui format dokumen.
Mengetahui dan memahami secara komprehensif proses pekerjaan yang berhubungan dengan penyiapan kajian lingkungan dan pengelolaan lingkungan berstandar Internasional mulai dari identifikasi proyek yang perlu dilengkapi dengan dokumen lingkungan (environmental safegurds), jenis dokumen, prosedur dan kebutuhan data untuk penyusunan ToR dan Dokumen environmental safeguards";"Contoh : a. Menyebutkan dan menjelaskan Menyebutkan Environmental and Social Framework Bank Dunia 
b. Menyebutkan dan menjelaskan secara komprehensif proses penapisan dan pelingkupan kajian lingkungan sesuai dengan Environmental and Social Framework Bank Dunia";ACTV;2
573;KKL-EV-SOS-12;358;1;"Mengetahui dan memahami peraturan perundangan Republik Indonesia di bidang pengadaan tanah, masyarakat adat dan kebijakan social safeguards pihak donor (lender) yang terpicu sesuai jenis kegiatan/usaha sebagai dasar penyusunan dokumen LARAP, IPP dan dokumen lainnya serta mengetahui format dokumen Social safeguards.
Mengetahui dan memahami secara komprehensif proses pekerjaan yang berhubungan dengan penyiapan kajian sosial dan pengadaan tanah berstandar internasional serta masyarakat adat mulai dari identifikasi proyek yang perlu dilengkapi dengan dokumen social safegurds, jenis dokumennya, prosedur dan kebutuhan data untuk penyusunan ToR dan dokumen social safeguards.";"Contoh : a. Menyebutkan dan menjelaskan environmental and Social Framework Bank Dunia 
b. Menyebutkan dan menjelaskan secara komprehensif proses penapisan dan pelingkupan kajian sosial sesuai dengan Environmental and Safeguards Framework Bank Dunia.";ACTV;2
574;KKL-EV-BOA-13;359;1;"Mengetahui dan menyebutkan dasar – dasar ekosistem, prinsip dan jenis konservasi, lokasi wilayah konservasi, jenis – jenis habitat dan jenis – jenis flora dan fauna yang dilindungi, peraturan perundangan Republik Indonesia di bidang kehutanan dan perlindungan flora dan fauna serta kebijakan kenakeragaman hayati pihak donor (lender) yang sesuai jenis kegiatan/usaha sebagai dasar penyediaan dokumen kajian keanekaragaman hayati.
Mengetahui dan memahami secara komprehensif proses pekerjaan yang berkaitan dengan penyediaan dokumen kajian keanekaragaman hayati sesuai dengan standar internasional/lender, pengaruhnya terhadap keberlanjutan suatu proyek serta laporan implementasinya mulai dari pengetahuan dasar – dasar ekosistem, prinsip dan jenis konservasi, lokasi wilayah konservasi, jenis – jenis habitat dan jenis – jenis flora dan fauna yang dilindungi.";Contoh : Menyebutkan dan menjelaskan secara komprehensif jenis – jenis habitat sesuai kriteria yang tercantum dalam Environmental and Social Framework Bank Dunia;ACTV;2
575;KKL-EV-PEP-14;360;1;Mengetahui dan memahami tahapan prencanaan proyek dan tahapan yang membutuhkan input ketentuan lingkungan agar proyek menjadi kegiatan yang ramah lingkungan dan taat aturan. Mengetahui dan memahami dasar hukum dan ketentuan terkait lingkungan yang harus dimasukkan dalam dokumen di setiap tahapan perencanaan proyek;"Contoh : a. Menyebutkan dan menjelaskan perencanaan proyek meliputi penyusunan FS, penyusunan dokumen lingkungan, pengadaan EPC, konstruksi dan penerbitan SLO, dan Serah terima Proyek.
b. Menyebutkan dan menjelaskan untuk mendapatkan desain landfill yang sesuai aturan maka ketentuan terkait pemilihan lokasi maupun desain landfill harus dimasukkan ke dalam FS.";ACTV;2
